user_id,item_id,interaction_type,rating,timestamp,session_id
41,258,comment,2.67,2025-08-13T13:58:17.606439,session_938
88,390,like,2.09,2025-08-25T16:40:17.606444,session_994
37,231,like,1.55,2025-08-13T21:02:17.606450,session_717
95,262,share,4.37,2025-08-16T08:48:17.606455,session_882
40,364,like,1.8,2025-08-12T21:24:17.606460,session_732
37,351,share,4.68,2025-09-04T06:15:17.606464,session_728
83,499,like,3.02,2025-08-12T07:31:17.606469,session_331
90,59,share,3.25,2025-08-14T18:35:17.606474,session_585
85,363,comment,3.7,2025-08-17T00:00:17.606478,session_293
54,413,view,3.09,2025-09-09T03:33:17.606483,session_391
18,27,view,1.8,2025-09-02T23:22:17.606488,session_294
87,128,like,4.36,2025-08-27T20:47:17.606493,session_209
96,277,view,2.43,2025-08-20T16:48:17.606497,session_105
78,444,like,3.97,2025-08-15T18:06:17.606502,session_399
30,261,share,3.77,2025-09-08T03:51:17.606506,session_949
48,198,comment,4.83,2025-08-27T01:39:17.606511,session_990
70,27,view,3.97,2025-09-01T01:20:17.606516,session_636
99,440,comment,4.32,2025-08-12T10:54:17.606521,session_722
90,331,share,4.02,2025-08-16T10:07:17.606525,session_757
77,100,like,2.18,2025-09-02T05:22:17.606530,session_700
9,95,like,3.94,2025-09-04T20:48:17.606534,session_387
5,219,share,3.23,2025-09-04T09:05:17.606541,session_165
74,433,share,1.02,2025-08-20T01:48:17.606546,session_727
19,20,like,4.71,2025-08-14T03:12:17.606550,session_53
99,477,share,2.96,2025-08-15T05:39:17.606555,session_564
45,37,share,3.1,2025-09-01T22:19:17.606559,session_534
8,402,like,2.66,2025-08-16T20:34:17.606564,session_414
11,178,like,4.53,2025-08-26T04:39:17.606569,session_340
46,150,like,4.8,2025-08-13T03:50:17.606573,session_544
60,287,view,1.46,2025-08-25T13:14:17.606578,session_457
30,463,like,4.84,2025-08-26T16:37:17.606583,session_391
14,197,share,3.16,2025-08-28T10:14:17.606588,session_26
66,420,share,3.06,2025-08-18T03:29:17.606594,session_457
62,22,share,4.59,2025-09-01T12:53:17.606599,session_329
65,42,view,1.67,2025-08-16T19:33:17.606603,session_547
0,320,view,1.84,2025-08-12T15:34:17.606608,session_793
27,442,comment,4.34,2025-08-31T22:37:17.606613,session_551
89,449,comment,3.59,2025-09-07T00:23:17.606618,session_765
87,78,view,2.84,2025-08-26T04:50:17.606624,session_39
11,37,view,1.71,2025-08-29T20:00:17.606629,session_572
9,294,like,4.64,2025-08-22T17:55:17.606633,session_398
57,322,comment,2.73,2025-09-09T12:43:17.606640,session_399
86,60,view,3.57,2025-08-13T03:45:17.606645,session_65
96,381,view,3.8,2025-09-06T23:52:17.606649,session_367
64,54,share,4.15,2025-08-27T14:00:17.606654,session_622
11,144,comment,2.53,2025-09-08T21:30:17.606658,session_486
20,273,like,1.55,2025-08-23T12:05:17.606663,session_816
69,151,like,2.19,2025-08-11T19:26:17.606667,session_383
1,283,like,1.49,2025-09-10T01:40:17.606672,session_587
76,201,view,2.22,2025-08-25T15:35:17.606677,session_217
52,463,like,1.64,2025-08-31T06:00:17.606682,session_632
32,99,view,1.73,2025-08-15T11:31:17.606686,session_873
6,435,comment,3.58,2025-09-06T23:16:17.606691,session_298
85,34,share,1.39,2025-08-14T21:00:17.606695,session_499
42,182,like,3.69,2025-08-30T14:59:17.606700,session_103
36,317,view,4.6,2025-08-26T20:03:17.606705,session_498
57,168,share,3.77,2025-09-03T08:42:17.606709,session_580
72,186,share,4.83,2025-09-02T14:58:17.606714,session_5
40,126,like,3.85,2025-08-12T03:12:17.606718,session_447
35,430,share,1.54,2025-08-26T05:00:17.606725,session_899
61,236,comment,2.43,2025-08-27T09:30:17.606731,session_499
70,55,like,3.58,2025-09-06T13:37:17.606736,session_862
35,439,like,4.57,2025-09-01T08:36:17.606740,session_270
93,453,view,3.91,2025-09-09T10:49:17.606747,session_870
64,323,view,4.25,2025-08-14T22:51:17.606751,session_415
98,302,like,4.63,2025-08-16T04:40:17.606756,session_267
69,457,comment,3.62,2025-09-03T12:49:17.606760,session_375
50,114,share,1.54,2025-08-18T11:48:17.606765,session_523
11,203,share,3.01,2025-08-30T10:14:17.606769,session_869
78,350,like,4.03,2025-09-03T21:50:17.606774,session_457
20,91,like,3.94,2025-08-19T07:03:17.606779,session_962
45,20,like,4.05,2025-08-30T18:02:17.606783,session_65
33,189,like,1.17,2025-08-31T21:18:17.606788,session_531
46,198,comment,4.67,2025-09-08T04:26:17.606792,session_41
83,165,view,3.81,2025-08-17T13:41:17.606797,session_649
35,427,share,3.31,2025-08-15T08:23:17.606801,session_179
48,334,comment,2.46,2025-08-11T13:32:17.606806,session_920
9,264,share,2.51,2025-08-31T03:42:17.606811,session_529
51,180,share,2.95,2025-08-19T08:34:17.606815,session_909
77,3,like,2.76,2025-08-30T19:57:17.606820,session_79
65,329,share,1.85,2025-09-01T19:00:17.606826,session_162
46,308,view,3.64,2025-08-22T10:17:17.606831,session_831
42,368,view,2.93,2025-08-19T12:10:17.606835,session_491
26,302,like,3.59,2025-08-22T14:21:17.606839,session_23
31,22,like,3.29,2025-09-02T23:10:17.606844,session_138
80,262,view,4.56,2025-09-03T14:45:17.606848,session_58
21,132,like,3.07,2025-08-22T20:18:17.606853,session_614
72,326,view,4.51,2025-08-28T09:33:17.606857,session_970
10,110,comment,3.43,2025-08-19T20:15:17.606862,session_889
61,87,like,4.32,2025-08-13T22:53:17.606867,session_147
74,420,like,3.49,2025-08-18T01:13:17.606874,session_271
21,370,share,4.69,2025-08-14T03:35:17.606879,session_605
8,117,comment,2.54,2025-09-05T08:34:17.606883,session_17
25,267,comment,4.31,2025-08-13T17:47:17.606888,session_99
22,243,view,4.51,2025-08-17T02:42:17.606893,session_516
96,60,view,2.93,2025-09-04T08:48:17.606899,session_924
77,276,view,4.59,2025-08-11T18:01:17.606904,session_442
66,215,share,4.5,2025-08-17T04:27:17.606908,session_440
29,480,comment,4.16,2025-08-23T22:45:17.606913,session_359
75,411,view,2.7,2025-08-29T17:09:17.606920,session_489
98,119,view,2.13,2025-08-16T13:16:17.606924,session_419
32,96,view,3.84,2025-09-09T23:23:17.606929,session_592
66,60,view,2.5,2025-08-31T22:47:17.606934,session_705
40,209,share,1.43,2025-08-21T21:46:17.606938,session_668
74,129,share,4.42,2025-08-22T00:31:17.606943,session_579
46,313,share,4.97,2025-08-23T05:02:17.606947,session_774
26,211,comment,1.71,2025-08-15T20:29:17.606952,session_569
61,129,share,3.31,2025-08-23T04:18:17.606956,session_754
17,437,view,3.99,2025-08-20T23:21:17.606962,session_802
89,486,like,1.4,2025-08-18T03:55:17.606966,session_411
43,410,view,1.64,2025-08-12T08:37:17.606971,session_6
11,421,like,2.89,2025-08-13T23:32:17.606975,session_446
11,32,share,1.89,2025-09-06T15:44:17.606980,session_624
4,370,comment,4.72,2025-08-23T01:33:17.606984,session_629
83,266,share,3.85,2025-08-14T02:34:17.606989,session_59
99,419,like,3.56,2025-08-21T07:41:17.606994,session_11
25,435,share,1.78,2025-08-14T00:20:17.606998,session_523
66,357,like,3.46,2025-09-08T15:46:17.607003,session_369
30,335,view,4.9,2025-09-06T08:18:17.607007,session_283
99,204,share,3.68,2025-08-22T20:18:17.607014,session_601
25,265,view,3.95,2025-09-07T04:13:17.607018,session_942
11,281,share,3.9,2025-08-15T20:27:17.607023,session_937
74,178,share,4.85,2025-08-28T17:08:17.607028,session_232
77,493,like,2.82,2025-08-22T21:56:17.607032,session_589
0,133,like,2.63,2025-09-05T10:52:17.607037,session_573
9,257,share,2.36,2025-09-04T23:21:17.607041,session_823
65,489,share,4.5,2025-08-15T03:13:17.607046,session_257
88,226,comment,3.25,2025-08-30T05:26:17.607052,session_776
43,492,comment,3.73,2025-08-14T14:11:17.607057,session_883
3,246,view,2.03,2025-08-23T21:11:17.607061,session_649
28,346,like,4.2,2025-08-22T12:41:17.607066,session_979
45,264,view,3.8,2025-08-29T07:31:17.607070,session_255
36,47,comment,3.69,2025-08-25T17:37:17.607075,session_78
70,476,like,2.91,2025-08-25T05:00:17.607080,session_224
73,137,like,4.79,2025-09-01T15:27:17.607084,session_511
94,102,like,3.94,2025-08-29T05:16:17.607089,session_212
29,103,like,4.35,2025-08-25T02:17:17.607094,session_160
99,54,view,4.68,2025-08-18T21:02:17.607098,session_629
0,391,view,4.39,2025-08-24T09:43:17.607105,session_636
40,252,share,2.96,2025-08-18T00:52:17.607110,session_287
50,113,like,1.22,2025-08-22T00:56:17.607116,session_490
69,16,share,2.57,2025-09-02T08:14:17.607121,session_469
15,357,comment,2.26,2025-09-09T21:58:17.607126,session_13
86,107,comment,3.32,2025-08-26T11:42:17.607133,session_371
78,441,share,1.75,2025-08-29T08:03:17.607138,session_243
34,241,share,2.46,2025-08-18T14:22:17.607143,session_435
26,214,share,2.46,2025-08-23T01:36:17.607148,session_287
57,92,like,4.92,2025-08-30T21:30:17.607152,session_834
12,369,share,4.22,2025-08-16T00:35:17.607157,session_443
48,100,like,4.2,2025-09-03T11:49:17.607162,session_485
1,90,comment,3.0,2025-08-12T14:19:17.607167,session_530
68,368,share,4.14,2025-08-27T15:26:17.607171,session_257
71,439,view,2.59,2025-09-02T20:45:17.607176,session_62
27,416,share,2.91,2025-08-12T15:11:17.607181,session_99
57,381,share,2.04,2025-08-24T21:36:17.607185,session_574
71,477,share,2.38,2025-08-22T13:24:17.607190,session_125
44,444,like,3.31,2025-08-11T17:20:17.607194,session_665
68,89,share,2.42,2025-08-18T01:37:17.607199,session_500
99,377,comment,4.56,2025-08-23T22:56:17.607209,session_629
36,237,like,4.47,2025-08-12T03:28:17.607215,session_828
43,215,comment,4.4,2025-09-07T01:14:17.607220,session_82
20,175,like,2.25,2025-08-11T13:54:17.607225,session_299
90,136,comment,2.08,2025-08-21T01:13:17.607229,session_800
46,382,comment,2.66,2025-09-01T22:18:17.607234,session_875
2,64,like,3.65,2025-09-06T15:42:17.607239,session_216
21,203,view,1.38,2025-08-19T18:19:17.607243,session_562
6,13,comment,3.1,2025-09-06T12:14:17.607248,session_107
33,316,like,1.34,2025-08-23T13:21:17.607253,session_317
29,126,share,2.77,2025-09-04T13:05:17.607257,session_135
67,429,like,1.11,2025-08-25T01:24:17.607262,session_882
41,442,comment,2.87,2025-08-16T16:42:17.607288,session_958
34,280,comment,1.54,2025-08-16T18:07:17.607293,session_182
75,305,comment,3.52,2025-08-12T08:38:17.607298,session_899
72,222,share,4.64,2025-08-19T09:04:17.607303,session_553
29,412,view,2.77,2025-08-24T15:38:17.607307,session_423
33,79,share,1.04,2025-08-17T11:33:17.607312,session_835
97,434,like,2.38,2025-08-19T22:40:17.607316,session_548
1,352,comment,4.79,2025-08-19T14:04:17.607323,session_307
1,392,comment,4.19,2025-08-14T03:04:17.607328,session_237
0,280,share,1.75,2025-08-15T18:53:17.607332,session_448
50,127,like,3.86,2025-08-11T21:34:17.607337,session_400
48,112,share,1.32,2025-08-12T20:08:17.607342,session_246
66,391,share,2.14,2025-08-17T02:08:17.607347,session_829
34,211,like,4.41,2025-09-01T23:55:17.607351,session_140
37,56,comment,3.47,2025-08-28T21:55:17.607356,session_718
79,251,like,2.28,2025-09-03T08:58:17.607360,session_51
68,11,like,4.89,2025-08-28T11:01:17.607365,session_276
16,366,comment,3.91,2025-08-30T16:52:17.607369,session_93
19,7,comment,1.87,2025-08-22T04:08:17.607374,session_320
63,190,comment,3.79,2025-09-08T20:30:17.607379,session_339
10,431,like,1.22,2025-08-23T10:32:17.607383,session_74
69,240,like,1.77,2025-08-29T22:00:17.607391,session_837
48,424,view,1.49,2025-08-29T23:14:17.607396,session_395
98,499,comment,1.99,2025-09-08T18:33:17.607401,session_204
58,376,view,3.08,2025-08-31T19:29:17.607405,session_485
49,348,share,4.74,2025-09-03T01:55:17.607410,session_645
93,21,view,2.01,2025-08-12T05:43:17.607415,session_306
25,184,view,4.45,2025-08-31T09:17:17.607421,session_997
14,120,comment,2.3,2025-09-02T16:21:17.607426,session_814
35,299,view,2.58,2025-08-30T05:38:17.607430,session_10
5,297,comment,3.75,2025-09-03T05:52:17.607435,session_381
98,45,like,1.63,2025-09-06T03:19:17.607439,session_703
79,173,view,1.24,2025-08-11T23:07:17.607444,session_158
89,274,view,1.5,2025-08-30T17:01:17.607449,session_325
71,403,share,4.22,2025-08-21T07:58:17.607453,session_751
24,10,comment,2.43,2025-09-04T04:00:17.607458,session_257
5,248,comment,3.24,2025-08-16T14:21:17.607463,session_714
62,97,like,3.17,2025-08-26T13:37:17.607468,session_750
59,140,like,1.28,2025-09-03T05:50:17.607473,session_461
37,419,share,3.17,2025-08-20T15:11:17.607477,session_1
99,326,comment,3.93,2025-09-09T10:43:17.607482,session_635
46,397,like,2.28,2025-09-07T09:58:17.607486,session_675
68,419,comment,1.76,2025-08-18T15:42:17.607491,session_785
70,78,share,2.29,2025-08-12T03:07:17.607496,session_330
14,49,view,1.18,2025-09-04T09:25:17.607500,session_183
4,103,view,2.94,2025-09-05T19:18:17.607505,session_33
73,328,comment,3.63,2025-08-17T08:49:17.607511,session_639
89,302,share,1.2,2025-08-31T06:04:17.607516,session_621
91,36,view,4.72,2025-08-31T19:10:17.607521,session_672
62,475,view,2.87,2025-08-12T05:17:17.607525,session_63
46,285,comment,4.29,2025-09-07T15:29:17.607530,session_844
78,136,view,3.94,2025-08-27T11:13:17.607535,session_80
27,491,view,1.4,2025-08-30T18:50:17.607539,session_545
49,97,like,3.1,2025-08-29T23:27:17.607546,session_584
80,485,like,3.23,2025-08-15T21:31:17.607550,session_426
95,54,share,3.7,2025-08-21T20:41:17.607555,session_905
13,85,like,3.2,2025-08-18T07:54:17.607560,session_346
84,80,comment,4.73,2025-08-26T22:56:17.607566,session_564
41,432,share,2.65,2025-08-12T11:29:17.607571,session_441
92,165,like,3.25,2025-08-31T13:30:17.607576,session_385
98,281,share,2.44,2025-08-20T17:01:17.607580,session_459
50,0,view,4.93,2025-08-14T04:26:17.607585,session_17
66,69,share,1.03,2025-08-31T04:48:17.607589,session_220
40,11,share,4.68,2025-08-18T00:43:17.607594,session_570
73,474,like,1.38,2025-08-20T08:19:17.607599,session_365
19,70,share,2.47,2025-08-14T19:17:17.607603,session_256
29,131,share,1.37,2025-08-23T02:28:17.607609,session_583
27,375,view,3.89,2025-08-19T08:06:17.607614,session_178
62,422,view,3.38,2025-08-27T15:03:17.607619,session_39
93,413,comment,1.31,2025-09-07T18:05:17.607623,session_944
98,171,share,4.52,2025-08-21T12:47:17.607628,session_427
15,445,like,3.99,2025-08-13T21:17:17.607633,session_951
1,324,comment,1.22,2025-08-17T10:24:17.607639,session_43
40,276,like,2.31,2025-08-31T05:59:17.607644,session_157
6,344,comment,4.88,2025-08-14T05:07:17.607648,session_590
64,46,like,2.73,2025-08-23T08:27:17.607653,session_152
16,172,view,2.9,2025-09-08T01:18:17.607657,session_562
51,134,view,2.59,2025-08-21T12:35:17.607662,session_793
89,66,like,2.92,2025-09-01T06:46:17.607666,session_500
50,333,like,3.24,2025-08-17T10:32:17.607671,session_253
31,36,share,4.11,2025-08-26T13:54:17.607675,session_702
73,45,view,3.69,2025-08-22T00:32:17.607680,session_375
44,97,share,2.38,2025-08-11T11:17:17.607685,session_25
98,156,like,4.95,2025-08-13T06:05:17.607689,session_842
56,319,like,2.76,2025-08-30T16:08:17.607694,session_205
87,191,like,4.03,2025-09-06T09:26:17.607702,session_116
94,27,like,4.8,2025-09-03T13:51:17.607707,session_890
36,7,share,3.78,2025-09-05T05:37:17.607711,session_313
57,241,view,2.33,2025-08-16T19:31:17.607716,session_217
26,279,share,3.2,2025-08-12T22:38:17.607720,session_748
18,355,view,2.51,2025-08-17T07:45:17.607725,session_45
32,87,view,2.14,2025-08-13T04:11:17.607730,session_278
6,238,view,1.27,2025-08-28T22:49:17.607734,session_679
84,184,view,1.08,2025-08-11T17:50:17.607739,session_396
29,194,view,4.62,2025-08-19T05:47:17.607744,session_888
76,272,view,1.75,2025-08-18T12:19:17.607749,session_990
58,287,view,1.16,2025-08-17T04:54:17.607753,session_313
42,250,comment,3.98,2025-09-09T11:05:17.607758,session_356
87,180,share,3.5,2025-08-30T13:10:17.607762,session_514
35,415,view,3.5,2025-08-23T16:16:17.607767,session_912
3,483,share,1.9,2025-08-25T17:50:17.607772,session_919
50,336,like,1.35,2025-08-23T21:41:17.607776,session_534
86,313,like,2.67,2025-08-15T05:24:17.607781,session_157
54,496,share,4.64,2025-08-26T07:29:17.607785,session_460
69,67,like,3.61,2025-08-14T20:31:17.607790,session_555
87,409,like,4.45,2025-08-27T05:39:17.607796,session_706
90,460,like,2.72,2025-09-03T16:37:17.607801,session_672
72,469,like,2.27,2025-08-15T22:24:17.607806,session_546
92,60,like,2.27,2025-09-03T16:13:17.607810,session_745
3,391,share,4.52,2025-08-22T10:55:17.607815,session_985
52,155,comment,3.98,2025-08-12T07:33:17.607819,session_956
94,140,like,4.12,2025-09-05T10:32:17.607824,session_135
23,13,share,3.42,2025-08-13T10:18:17.607828,session_237
76,118,like,3.75,2025-08-24T22:45:17.607833,session_82
88,399,comment,1.54,2025-08-13T18:39:17.607837,session_481
91,332,share,1.74,2025-08-23T15:57:17.607842,session_504
60,70,like,1.77,2025-09-08T19:57:17.607846,session_419
97,496,view,4.7,2025-08-22T12:00:17.607853,session_228
95,343,like,4.03,2025-09-07T06:55:17.607857,session_182
56,443,comment,3.75,2025-08-20T11:24:17.607862,session_909
31,218,comment,4.1,2025-08-13T15:08:17.607867,session_753
48,368,share,2.58,2025-08-15T06:27:17.607872,session_609
68,268,view,3.08,2025-08-20T17:53:17.607876,session_468
5,449,like,3.07,2025-08-23T07:03:17.607881,session_753
5,285,comment,3.06,2025-08-12T14:19:17.607890,session_986
6,97,share,2.76,2025-08-27T10:30:17.607895,session_793
36,236,like,2.69,2025-08-13T09:27:17.607899,session_942
6,353,like,2.85,2025-08-11T21:27:17.607904,session_463
11,369,view,1.72,2025-08-14T15:42:17.607908,session_961
89,279,like,2.57,2025-08-26T13:51:17.607913,session_462
3,91,comment,3.36,2025-09-01T02:36:17.607917,session_904
58,46,share,2.3,2025-08-11T18:44:17.607922,session_929
91,407,like,3.87,2025-09-04T16:13:17.607926,session_94
14,361,comment,3.54,2025-09-06T09:59:17.607931,session_537
90,196,like,2.51,2025-08-23T23:26:17.607936,session_45
98,87,share,3.26,2025-09-03T11:13:17.607940,session_167
18,91,view,2.68,2025-08-27T05:05:17.607945,session_748
98,492,comment,2.16,2025-09-02T01:47:17.607949,session_121
16,491,like,1.01,2025-08-29T18:42:17.607954,session_13
58,254,comment,3.17,2025-09-10T00:53:17.607959,session_623
63,121,like,3.36,2025-08-19T15:33:17.607963,session_465
52,226,view,3.4,2025-09-09T23:59:17.607968,session_251
70,142,like,1.2,2025-09-03T13:13:17.607972,session_57
83,178,view,1.58,2025-09-08T19:44:17.607977,session_684
73,429,share,2.32,2025-09-06T07:22:17.607985,session_51
13,213,like,1.65,2025-08-28T08:32:17.607990,session_626
84,354,like,4.87,2025-08-14T22:46:17.607994,session_369
4,47,share,2.29,2025-08-24T01:15:17.607999,session_840
8,388,comment,4.37,2025-09-07T08:15:17.608006,session_300
60,68,view,3.78,2025-08-28T19:25:17.608010,session_338
67,211,like,3.78,2025-08-13T10:38:17.608015,session_60
13,292,view,2.93,2025-08-13T18:35:17.608019,session_957
90,147,comment,3.44,2025-08-26T21:28:17.608024,session_266
67,294,share,4.71,2025-08-13T08:11:17.608029,session_577
63,266,comment,2.97,2025-09-02T02:39:17.608033,session_905
78,119,share,4.92,2025-09-10T05:26:17.608038,session_122
3,238,view,3.95,2025-08-31T20:42:17.608042,session_819
78,212,comment,1.18,2025-08-25T09:15:17.608047,session_574
81,108,view,3.56,2025-08-28T11:33:17.608052,session_261
8,157,share,3.03,2025-08-26T13:21:17.608056,session_786
0,58,share,2.37,2025-08-15T09:45:17.608061,session_631
3,426,like,1.78,2025-08-25T22:02:17.608065,session_945
86,245,comment,4.19,2025-08-11T21:56:17.608070,session_140
61,79,comment,4.57,2025-08-16T20:39:17.608076,session_918
42,236,comment,4.71,2025-09-07T17:58:17.608081,session_856
66,153,share,3.22,2025-09-09T10:43:17.608085,session_214
73,350,share,4.2,2025-08-25T04:56:17.608090,session_68
19,143,view,2.36,2025-08-24T05:18:17.608095,session_642
68,431,like,3.28,2025-08-23T13:39:17.608099,session_192
76,59,share,3.82,2025-08-26T23:38:17.608104,session_727
4,139,comment,1.35,2025-08-30T11:35:17.608108,session_381
57,424,share,1.86,2025-08-27T12:57:17.608113,session_180
14,191,view,4.11,2025-09-06T02:01:17.608117,session_455
64,12,comment,4.62,2025-09-03T06:52:17.608122,session_195
43,472,comment,3.93,2025-08-17T11:13:17.608128,session_318
99,167,like,4.08,2025-09-05T19:50:17.608133,session_842
66,346,like,1.82,2025-09-08T15:14:17.608137,session_471
49,365,view,1.02,2025-09-08T07:04:17.608142,session_704
76,446,view,2.33,2025-09-08T04:46:17.608147,session_106
66,392,share,1.09,2025-08-27T02:13:17.608151,session_655
26,164,like,1.77,2025-08-28T16:59:17.608158,session_546
40,395,comment,3.68,2025-08-28T21:21:17.608162,session_153
20,140,view,1.06,2025-08-12T22:44:17.608167,session_574
65,52,like,3.17,2025-08-16T07:06:17.608173,session_327
34,72,share,3.3,2025-09-02T12:05:17.608178,session_73
39,313,share,3.16,2025-09-07T23:45:17.608183,session_134
3,241,view,1.42,2025-09-07T20:24:17.608187,session_89
54,200,like,3.82,2025-08-14T07:43:17.608192,session_645
88,358,comment,3.47,2025-08-27T01:53:17.608196,session_341
25,365,view,4.89,2025-08-20T02:30:17.608201,session_582
16,47,comment,1.39,2025-08-27T04:08:17.608206,session_701
82,363,comment,2.88,2025-08-31T02:43:17.608211,session_148
78,132,share,2.57,2025-08-26T06:21:17.608215,session_808
41,232,comment,1.12,2025-08-19T15:58:17.608220,session_116
44,245,comment,4.38,2025-08-28T10:51:17.608225,session_787
44,309,like,3.03,2025-08-22T20:02:17.608229,session_838
91,407,view,2.3,2025-08-11T17:47:17.608234,session_73
38,272,comment,2.6,2025-08-22T11:34:17.608238,session_245
79,124,like,4.9,2025-08-23T19:56:17.608243,session_68
43,106,comment,4.14,2025-08-21T11:38:17.608248,session_581
43,278,like,1.69,2025-09-06T18:05:17.608252,session_758
91,293,comment,1.46,2025-08-14T04:05:17.608257,session_475
41,284,view,4.29,2025-09-02T06:44:17.608263,session_316
51,35,view,3.74,2025-08-14T03:43:17.608290,session_790
48,167,comment,3.58,2025-09-07T12:00:17.608298,session_93
27,418,like,4.55,2025-08-12T08:20:17.608303,session_830
0,387,like,3.64,2025-08-20T16:23:17.608308,session_545
37,199,comment,1.78,2025-08-26T21:21:17.608312,session_307
72,406,share,4.67,2025-08-21T12:19:17.608317,session_736
44,45,view,3.45,2025-08-18T01:38:17.608322,session_414
16,436,share,1.25,2025-08-16T07:38:17.608327,session_992
6,0,share,1.44,2025-08-28T10:55:17.608332,session_887
3,120,comment,3.81,2025-08-23T08:31:17.608339,session_641
40,364,comment,2.62,2025-08-21T11:49:17.608344,session_559
27,339,like,2.9,2025-09-01T17:34:17.608348,session_569
49,431,share,4.36,2025-09-03T06:39:17.608353,session_296
85,64,like,1.05,2025-08-11T18:57:17.608358,session_17
18,369,comment,3.63,2025-09-04T02:51:17.608362,session_87
17,328,comment,4.44,2025-08-13T18:58:17.608367,session_953
54,319,like,2.82,2025-08-21T23:54:17.608371,session_566
57,196,share,1.9,2025-08-21T23:12:17.608376,session_620
0,295,comment,4.39,2025-08-30T12:34:17.608381,session_730
64,137,comment,4.71,2025-08-15T01:38:17.608387,session_376
4,19,comment,3.82,2025-09-05T03:33:17.608392,session_595
61,492,view,1.57,2025-08-17T08:11:17.608397,session_880
96,398,share,2.86,2025-09-06T17:42:17.608403,session_536
78,45,like,2.89,2025-09-06T17:52:17.608408,session_701
81,276,share,3.45,2025-08-25T15:55:17.608413,session_548
99,5,comment,2.82,2025-08-19T22:38:17.608417,session_588
93,169,comment,2.41,2025-08-27T21:21:17.608422,session_297
21,18,share,3.91,2025-08-15T15:26:17.608427,session_267
7,322,comment,3.31,2025-08-15T05:27:17.608433,session_53
84,149,view,2.15,2025-09-06T13:02:17.608438,session_130
64,39,share,2.01,2025-08-13T06:33:17.608442,session_288
35,439,share,1.06,2025-09-05T05:19:17.608447,session_619
22,465,like,3.64,2025-08-24T11:16:17.608451,session_828
22,133,like,2.94,2025-08-17T07:07:17.608456,session_883
4,175,view,4.87,2025-08-14T04:40:17.608460,session_957
19,428,comment,4.01,2025-08-22T12:07:17.608465,session_789
49,121,comment,3.9,2025-09-02T16:26:17.608470,session_216
73,375,share,1.22,2025-08-29T06:22:17.608474,session_774
14,26,like,2.86,2025-08-19T14:59:17.608481,session_309
60,382,like,2.52,2025-08-23T13:06:17.608485,session_486
33,74,comment,1.05,2025-08-20T20:56:17.608490,session_392
86,161,view,1.39,2025-08-17T02:51:17.608497,session_653
45,489,comment,3.44,2025-08-11T14:56:17.608501,session_879
34,171,share,2.07,2025-09-05T19:49:17.608506,session_262
83,299,comment,2.84,2025-08-30T07:03:17.608510,session_752
86,301,like,3.08,2025-09-02T02:38:17.608515,session_321
70,5,view,4.33,2025-09-09T18:06:17.608520,session_422
12,268,view,3.74,2025-08-25T07:13:17.608524,session_225
92,145,share,1.77,2025-09-09T05:16:17.608529,session_635
11,29,like,4.8,2025-08-12T06:12:17.608534,session_125
90,490,view,1.35,2025-08-13T18:41:17.608538,session_134
48,336,like,4.58,2025-09-01T21:54:17.608543,session_260
